Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Mukherjee J., Gebru G., Sood A., Bal S.K., Mahey R.K.","55845746300;57197866900;7201451014;7004415167;6602985969;","Comparison of liss-iii and awifs sensors derived spectral indices for wheat yield estimation of Rupnagar district of Punjab, India",2010,"GI4DM 2010 Conference -  Geomatics for Crisis Management",,,,"163","168",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076781355&partnerID=40&md5=5b7df1e35f7681ea7486e8fa2930b2bb","Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Punjab Remote Sensing Centre, Punjab Agricultural University Campus, Ludhiana, 141004, India; Department of Agronomy, Punjab Agricultural University, Ludhiana, 141004, India","Mukherjee, J., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Gebru, G., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Sood, A., Punjab Remote Sensing Centre, Punjab Agricultural University Campus, Ludhiana, 141004, India; Bal, S.K., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Mahey, R.K., Department of Agronomy, Punjab Agricultural University, Ludhiana, 141004, India","Prediction of crop yield is important for advanced planning and taking various policy decisions. Conventional techniques of crop monitoring and yield estimation through ground survey and crop cutting experiment is costly and time consuming. The present study was carried out in Rupnagar district of Punjab, India. IRS LISS-III and AWiFS data of February, March 2004, 2006 and 2008 of the district was analyzed through supervised Maximum Likelihood classification approaches. Crop acreage was estimated through district boundary mask and sample segment approaches. Wheat yield estimated through regression analysis between yield and vegetation spectral indices (RVI, NDVI, DVI, TVI, SAVI and IPVI) agrometeorological indices (GDD, PTU, HTU, TD) and through trend analysis. The study has shown that, wheat acreage of district is estimated better from LISS-III data (RD = -1.5 percent) compared to AWiFS (RD = 9.41 percent). In both LISS-III and AWiFS, acreage was estimated better through complete enumeration (district boundary mask) compared sample segment approach and from smaller sample segments (5 km x 5 km) compared large sample segments (10 km x 10 km). Among vegetation indices, RVI of both LISS-III and AWiFS had higher correlation coefficient with wheat yield of district (r = 0.89 and 0.91, respectively). Among the agrometeorological indices AGDD and Evaporation aggregated at reproductive phase of the crop has explained wheat yield up to 81 percent with SEOE of 178.97 kg/ha. © 2010 Copernicus GmbH. All rights reserved.","AWiFS; LISS-III; Punjab; Remote sensing; Wheat; Yield","Crops; Disaster prevention; Disasters; Regression analysis; Remote sensing; Vegetation; AWiFS; LISS-III; Punjab; Wheat; Yield; Maximum likelihood estimation",Conference Paper,"Final","",Scopus,2-s2.0-85076781355
"Mukherjee J., Gebru G., Sood A., Mahey R.K., Bal S.K., Singh H., Sidhu P.K.","55845746300;57197866900;7201451014;6602985969;7004415167;57213857670;55056286100;","Wheat yield and acreage prediction using LISS-III and AWiFS sensors data of indian remote sensing satellite of Rupnager district of Punjab, India [Stima delle superfici e delle produzioni di grano con dati acquisiti dai sensori LISS-III e awifs del satellite irs nel distretto di Rupnager, stato di Punjab, India]",2010,"Italian Journal of Remote Sensing / Rivista Italiana di Telerilevamento","42","3",,"115","127",,5,"10.5721/itjrs20104239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857720224&doi=10.5721%2fitjrs20104239&partnerID=40&md5=da8dd6b094b9894c536d08851eba1289","Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Punjab Remote Sensing Centre, Punjab Agricultural University Campus, Ludhiana, 141004, India; Department of Agronomy, Punjab Agricultural University, Ludhiana, 141004, India","Mukherjee, J., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Gebru, G., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Sood, A., Punjab Remote Sensing Centre, Punjab Agricultural University Campus, Ludhiana, 141004, India; Mahey, R.K., Department of Agronomy, Punjab Agricultural University, Ludhiana, 141004, India; Bal, S.K., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Singh, H., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India; Sidhu, P.K., Department of Agricultural Meteorology, Punjab Agricultural University, Ludhiana, 141004, India","Prediction of crop yield is important for advanced planning and taking various policy decisions. Conventional techniques of crop monitoring and yield estimation through ground survey and crop cutting experiment is costly and time consuming. The present study was carried out in Rupnagar district of Punjab, India. IRS LISS-III and AWiFS data of February and March 2006 of the district was analyzed through supervised Maximum Likelihood classification approaches. Crop acreage was estimated through district boundary mask approaches. Wheat yield estimated through regression analysis between yield and vegetation spectral indices (RVI, NDVI, DVI, TVI, SAVI and IPVI). The study has shown that, wheat acreage of district is estimated better from LISS-III data (RD = -1.5 percent) compared to AWiFS (Advanced Wide Field Sensor) (RD = 9.41 percent). Among vegetation indices, RVI of both LISS-III and AWiFS had higher correlation coefficient with wheat yield of district (r = 0.89 and 0.91, respectively).","AWiFS; LISS-III; Punjab; Remote sensing; Wheat; Yield; Yield prediction",,Article,"Final","",Scopus,2-s2.0-84857720224
"Jain M.K., Das D.","55555537300;36019107400;","Estimation of sediment yield and areas of soil erosion and deposition for watershed prioritization using GIS and remote sensing",2010,"Water Resources Management","24","10",,"2091","2112",,94,"10.1007/s11269-009-9540-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955053068&doi=10.1007%2fs11269-009-9540-0&partnerID=40&md5=783dc2c41fa59e500c50cd3ba1eec34e","Department of Hydrology, Indian Institute of Technology, Roorkee, 247 667 Uttarakhand, India; Department of Civil Engineering, Purulia Polytechnic, Purulia, West Bengal 723147, India","Jain, M.K., Department of Hydrology, Indian Institute of Technology, Roorkee, 247 667 Uttarakhand, India; Das, D., Department of Civil Engineering, Purulia Polytechnic, Purulia, West Bengal 723147, India","A Geographical Information System (GIS) based method is proposed and demonstrated for the identification of sediment source and sink areas and the prediction of sediment yield from watersheds. Data from the Haharo sub-catchment having an area of 565 km2 in the Upper Damodar Valley in Jharkhand State in India was taken up for the present study due to availability of gauged data at multiple locations within watershed area. The watershed was discretized into hydrologically homogeneous grid cells to capture the watershed heterogeneity. The cells thus formed were then differentiated into cells of overland flow regions and cells of channel flow regions based on the magnitude of their flow accumulation areas. The gross soil erosion in each cell was calculated using the Universal Soil Loss Equation (USLE). The parameters of the USLE were evaluated using digital elevation model, soil and landuse information on cell basis. The concept of transport limited sediment delivery (TLSD) was formulated and used in ArcGIS for generating the transport capacity maps. An empirical relation is proposed and demonstrated for its usefulness for computation of land vegetation dependent transport capacity factor used in TLSD approach by linking it with normalized difference vegetation index (NDVI) derived from satellite data. Using these maps, the gross soil erosion was routed to the watershed outlet using hydrological drainage paths, for derivation of transport capacity limited sediment outflow maps. These maps depict the amount of sediment rate from a particular grid in spatial domain and the pixel value of the outlet grid indicates the sediment yield at the outlet of the watershed. Up on testing, the proposed method simulated the annual sediment yield with less than ±40% error. © 2009 Springer Science+Business Media B.V.","GIS; NDVI; Remote sensing; Sediment yield; Soil erosion; Transport capacity; Transport limited accumulation","Digital elevation model; Empirical relations; Flow accumulation; Geographical information systems; Grid cells; Land vegetation; Normalized difference vegetation index; Overland flow; Pixel values; Prioritization; Satellite data; Sediment delivery; Sediment outflow; Sediment sources; Sediment yield; Sediment yields; Soil erosion; Spatial domains; Sub-catchment; Transport capacity; Universal soil loss equation; Watershed areas; Bioinformatics; Catchments; Geographic information systems; Geologic models; Landforms; Remote sensing; Sediment transport; Soil mechanics; Soils; Vegetation; Watersheds; Sedimentology; catchment; channel flow; deposition; digital elevation model; GIS; hydrology; NDVI; overland flow; prioritization; remote sensing; satellite data; sediment yield; soil erosion; Universal Soil Loss Equation; watershed; Damodar Valley; India; Jharkhand",Article,"Final","",Scopus,2-s2.0-77955053068
"Pandey A., Mathur A., Mishra S.K., Mal B.C.","55851948174;36610574300;55463271000;36781555500;","Soil erosion modeling of a Himalayan watershed using RS and GIS",2009,"Environmental Earth Sciences","59","2",,"399","410",,74,"10.1007/s12665-009-0038-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955157475&doi=10.1007%2fs12665-009-0038-0&partnerID=40&md5=ea42fa3391fe45137997ba68713d1f1e","Department of Water Resource Development and Management, IIT Roorkee, Roorkee 247 667, India; Department of Agricultural and Food Engineering, IIT Kharagpur, Kharagpur 721 302, India","Pandey, A., Department of Water Resource Development and Management, IIT Roorkee, Roorkee 247 667, India; Mathur, A., Department of Agricultural and Food Engineering, IIT Kharagpur, Kharagpur 721 302, India; Mishra, S.K., Department of Water Resource Development and Management, IIT Roorkee, Roorkee 247 667, India; Mal, B.C., Department of Agricultural and Food Engineering, IIT Kharagpur, Kharagpur 721 302, India","Employing the remote sensing (RS) and geographical information system (GIS), an assessment of sediment yield from Dikrong river basin of Arunachal Pradesh (India) has been presented in this paper. For prediction of soil erosion, the Morgan-Morgan and Finney (MMF) model and the universal soil loss equation (USLE) have been utilized at a spatial grid scale of 100 m 9 100 m, an operational unit. The average annual soil loss from the Dikrong river basin is estimated as 75.66 and 57.06 t ha-1 year-1 using MMF and USLE models, respectively. The watershed area falling under the identified very high, severe, and very severe zones of soil erosion need immediate attention for soil conservation. © Springer-Verlag 2009.","Dem; Erosion; GIS; MMF; Remote sensing; USLE","Dem; Geographical information systems; Himalayan watersheds; Operational units; River basins; RS and GIS; Sediment yields; Soil erosion; Soil erosion modeling; Soil loss; Spatial grids; Universal soil loss equation; Watershed areas; Geographic information systems; Geologic models; Landforms; Rapid solidification; Remote sensing; Sediment transport; Soil mechanics; Soils; Watersheds; Soil conservation; GIS; numerical model; remote sensing; river basin; soil conservation; soil erosion; watershed; Arunachal Pradesh; Dikrong Basin; India",Article,"Final","",Scopus,2-s2.0-77955157475
"Jain M.K., Das D.","55555537300;36019107400;","Identification of sediment source and sink areas for watershed prioritization using GIS and remote sensing",2009,"American Society of Agricultural and Biological Engineers Annual International Meeting 2009, ASABE 2009","4",,,"2672","2691",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76449116022&partnerID=40&md5=c4bad019c5c75398cfe015a24a1fccc6","Department of Hydrology, Indian Institute of Technology, Roorkee 247667, India; Department of Civil Engineering, Purulia Polytechnic, Purulia, West Bengal-723147, India","Jain, M.K., Department of Hydrology, Indian Institute of Technology, Roorkee 247667, India, Department of Civil Engineering, Purulia Polytechnic, Purulia, West Bengal-723147, India; Das, D., Department of Hydrology, Indian Institute of Technology, Roorkee 247667, India, Department of Civil Engineering, Purulia Polytechnic, Purulia, West Bengal-723147, India","A Geographical Information System (GIS) based method is proposed and demonstrated for the identification of sediment source and sink areas and the prediction of sediment yield from catchments. Data from the Haharo sub-catchment having an area of 565 Km2 in the Upper Damodar Valley in Jharkhand State in India was taken up for the present study due to availability of gauged data at multiple locations within catchment area. The catchment was discretized into hydrologically homogeneous grid cells to capture the catchment heterogeneity. The cells thus formed were then differentiated into cells of overland flow regions and cells of channel flow regions based on the magnitude of their flow accumulation areas. The gross soil erosion in each cell was calculated using the Universal Soil Loss Equation (USLE) by carefully determining its various parameters. The concept of transport limited sediment delivery (TLSD) was formulated and used in ArcGIS for generating the transport capacity maps. An empirical relation is proposed and demonstrated for its usefulness for computation of land vegetation dependent transport capacity factor used in TLSD approach by linking it with normalized difference vegetation index (NDVI) derived from satellite data. Using these maps, the gross soil erosion was routed to the catchment outlet using hydrological drainage paths, for derivation of transport capacity limited sediment outflow maps. These maps depict the amount of sediment rate from a particular grid in spatial domain and the pixel value of the outlet grid indicates the sediment yield at the outlet of the catchment. Up on testing, the proposed method simulated the annual sediment yield with less than ±40% error.","GIS; NDVI; Remote sensing; Sediment transport capacity; Sediment yield; Soil erosion; Watershed prioritization","Catchment area; Empirical relations; Flow accumulation; Geographical information systems; Grid cells; Land vegetation; Normalized difference vegetation index; Overland flow; Pixel values; Prioritization; Satellite data; Sediment delivery; Sediment outflow; Sediment sources; Sediment transport capacity; Sediment yields; Soil erosion; Spatial domains; Sub-catchment; Transport capacity; Universal soil loss equation; Geographic information systems; Landforms; Remote sensing; Runoff; Sediment transport; Sedimentology; Soil mechanics; Soils; Vegetation; Watersheds; Catchments",Conference Paper,"Final","",Scopus,2-s2.0-76449116022
"Ramsankaran R., Kothyari U.C., Rawat J.S.","55807752200;35556429100;7005666398;","Simulation of surface runoff and sediment yield using the water erosion prediction project (WEPP) model: A study in Kaneli watershed, Himalaya, India",2009,"Hydrological Sciences Journal","54","3",,"513","525",,7,"10.1623/hysj.54.3.513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949115183&doi=10.1623%2fhysj.54.3.513&partnerID=40&md5=d07a6a03abe7b091946321f079534550","Department of Civil Engineering, Indian Institute of Technology Roorkee, Roorkee 247 667 Uttarakhand, India; Department of Geography, Kumaon University, Almora 263601 Uttarakhand, India","Ramsankaran, R., Department of Civil Engineering, Indian Institute of Technology Roorkee, Roorkee 247 667 Uttarakhand, India; Kothyari, U.C., Department of Civil Engineering, Indian Institute of Technology Roorkee, Roorkee 247 667 Uttarakhand, India; Rawat, J.S., Department of Geography, Kumaon University, Almora 263601 Uttarakhand, India","The Water Erosion Prediction Project (WEPP) model was calibrated and evaluated for estimation of runoff and sediment yield in the data-scarce conditions of the Indian Himalaya. The inputs derived from remote sensing and geographic information system technologies were combined in the WEPP modelling system to simulate surface runoff and sediment yield from the hilly Kaneli watershed. The model parameters were calibrated using measured data on runoff volumes and sediment yield. The calibrated model was validated by producing the monthly runoff and sediment yield simulations and comparing them with data that were not used in calibration. The model was also used to make surface runoff and sediment yield simulations for each of the individual watershed elements, comprising 18 hillslopes and seven channels, and the detailed monthly results for each are presented. Although, no field data on hillslope runoff and sediment yield are currently available for the validation of distributed results produced by the model, the present investigation has demonstrated clearly the applicability of the WEPP model in predicting hydrological variables in a data-scarce situation. Copyright © 2009 IAHS Press.","GIS; Hydrological modelling; India; Ungauged watershed; WEPP","GIS; Hydrological modelling; India; Ungauged watershed; WEPP; Erosion; Geographic information systems; Landforms; Remote sensing; Runoff; Sedimentology; Sediments; Simulators; Watersheds; Hydraulic models; channel flow; GIS; hillslope; hydrological modeling; remote sensing; runoff; sediment yield; watershed; Asia; Eurasia; Himalayas; India; South Asia",Article,"Final","",Scopus,2-s2.0-69949115183
"Hebbar K.B., Venugopalan M.V., Seshasai M.V.R., Rao K.V., Patil B.C., Prakash A.H., Kumar V., Hebbar K.R., Jeyakumar P., Bandhopadhyay K.K., Rao M.R.K., Khadi B.M., Aggarwal P.K.","12761239200;56878760900;25929513800;7404812009;57208466230;55469090600;9637498000;7004145752;57033995700;25928981700;16489405900;6506566250;35591389100;","Predicting cotton production using Infocrop-cotton simulation model, remote sensing and spatial agro-climatic data",2008,"Current Science","95","11",,"1570","1579",,21,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049150795&partnerID=40&md5=e2f5d4dcda4f6eb2474a1770c8a1d975","Central Institute for Cotton Research, Shankar Nagar, Nagpur 440 010, India; Indian Institute of Soil Science, Bhopal 462 038, India; National Bureau of Soil Survey and Land Use Planning, Nagpur 440 010, India; National Remote Sensing Agency, Hyderabad 500 037, India; Central Research Institute for Dryland Agriculture, Hyderabad 500 059, India; University of Agricultural Sciences, Dharwad 580 005, India; Central Institute for Cotton Research, Regional Station, Coimbatore 641 003, India; Navsari Agricultural University, Surat 395 007, India; Central Institute for Cotton Research, Regional Station, Sirsa 125 055, India; Indian Agricultural Research Institute, New Delhi 110 012, India","Hebbar, K.B., Central Institute for Cotton Research, Shankar Nagar, Nagpur 440 010, India, Indian Institute of Soil Science, Bhopal 462 038, India; Venugopalan, M.V., National Bureau of Soil Survey and Land Use Planning, Nagpur 440 010, India; Seshasai, M.V.R., National Remote Sensing Agency, Hyderabad 500 037, India; Rao, K.V., Central Research Institute for Dryland Agriculture, Hyderabad 500 059, India; Patil, B.C., University of Agricultural Sciences, Dharwad 580 005, India; Prakash, A.H., Central Institute for Cotton Research, Regional Station, Coimbatore 641 003, India; Kumar, V., Navsari Agricultural University, Surat 395 007, India; Hebbar, K.R., National Remote Sensing Agency, Hyderabad 500 037, India; Jeyakumar, P., Central Institute for Cotton Research, Regional Station, Sirsa 125 055, India; Bandhopadhyay, K.K., Central Institute for Cotton Research, Regional Station, Coimbatore 641 003, India; Rao, M.R.K., Central Institute for Cotton Research, Shankar Nagar, Nagpur 440 010, India; Khadi, B.M., Central Institute for Cotton Research, Shankar Nagar, Nagpur 440 010, India; Aggarwal, P.K., Indian Agricultural Research Institute, New Delhi 110 012, India","A methodology is described to predict cotton production on a regional basis using the integrated approach of remote sensing (RS), geographic information system (GIS) and a crop simulation model, i.e. Infocrop-cotton model. This model is based on an indigenous crop growth simulator called Infocrop. The Infocrop-cotton model was calibrated and validated to simulate the effect of diverse weather, soil, and agronomic management practices on growth, development and yield of cotton varieties and hybrids using results of several diverse field experiments (60 datasets). These experiments were conducted during 2000-01 to 2004-05 in major cotton-producing states of India across locations spreading from Hisar (29°10′N, 75°46′E) to Coimbatore (11°00′N, 77°00′E) with varying management practices, weather and soil. The model satisfactorily simulated the trends in leaf area, dry matter growth, days to flowering and seed cotton yield. The simulated time to flowering and maturity varied between 54 and 80 days as well as 136 to 193 days, with an RMSE value of 3 and 8.5 days respectively. Total biomass and seed cotton yield showed an accuracy of 86 and 89% respectively. The model also precisely simulated water deficit and N stress, the two important abiotic constraints for dryland cotton production. The Infocrop-cotton model was used in conjunction with RS and GIS techniques for developing an integrated approach for deriving cotton production estimates. Resourcesat-1 LISS III data of October/November months corresponding to peak vegetative stage of cotton crop were used to derive spatial distribution of cotton crop. The study area was classified as polythesian polygons based on pedo-climatic variables, namely soil type, soil depth and rainfall pattern using GIS. Cotton yields for each of these polygons were simulated using the crop model and were aggregated to determine the total production of the district. The prediction of cotton production was more accurate to the partially irrigated or irrigated districts and not for the rainfed districts. The utility of the integrated approach in prediction of cotton production at the regional level has been discussed.","Cotton; Crop simulation model; Production; Remote sensing","Gossypium hirsutum",Article,"Final","",Scopus,2-s2.0-58049150795
"Pandey A., Chowdary V.M., Mal B.C., Billib M.","55851948174;15829222700;36781555500;6507652346;","Runoff and sediment yield modeling from a small agricultural watershed in India using the WEPP model",2008,"Journal of Hydrology","348","3-4",,"305","319",,93,"10.1016/j.jhydrol.2007.10.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849018954&doi=10.1016%2fj.jhydrol.2007.10.010&partnerID=40&md5=4723d9ac636cae8996ff539af568eb87","Department of Water Resources Development and Management, IIT, Roorkee, 247 667, India; CSEAS, Kyoto University, Japan; Department of Agricultural and Food Engineering, IIT, Kharagpur, 721 302, India; Institute of Water Resources Management, Hydrology and Agricultural Hydraulic Engineering, University of Hannover, Germany","Pandey, A., Department of Water Resources Development and Management, IIT, Roorkee, 247 667, India; Chowdary, V.M., CSEAS, Kyoto University, Japan; Mal, B.C., Department of Agricultural and Food Engineering, IIT, Kharagpur, 721 302, India; Billib, M., Institute of Water Resources Management, Hydrology and Agricultural Hydraulic Engineering, University of Hannover, Germany","The WEPP (Water Erosion Prediction Project) watershed model was calibrated and validated for a small hilly watershed (Karso) of India. Sensitivity analysis of the model was carried out for the input parameters. The analysis shows that the sediment yield is highly sensitive to interrill erodibility and effective hydraulic conductivity, whereas, runoff is sensitive to effective hydraulic conductivity only. Initially, the model was calibrated using data from the 1996 monsoon season and subsequently its performance was evaluated by estimating the daily runoff and sediment yield using the monsoon season data of different years. Coefficient of determination (R2) (0.86-0.91), Nash-Sutcliffe simulation model efficiency (0.85-0.95), and percent deviation values (7.90-15.15) indicate accurate simulation of runoff from the watershed. Performance of the WEPP model for simulation of sediment yield was also evaluated. High value of coefficient of determination (R2) (0.81-0.95), Nash-Sutcliffe simulation model efficiency (0.78-0.92) and percent deviation values (4.43-19.30) for sediment yield indicate that the WEPP model can be successfully used in the upper Damodar Valley, India. © 2007 Elsevier B.V. All rights reserved.","GIS; Hydrological modeling; Remote sensing; Watershed; WEPP model","Computer simulation; Hydraulic conductivity; Remote sensing; Runoff; Watersheds; Hydrological modeling; WEPP model; Sediments; Computer simulation; Hydraulic conductivity; Remote sensing; Runoff; Sediments; Watersheds; calibration; erodibility; GIS; hydraulic conductivity; hydrological modeling; model validation; remote sensing; runoff; sediment yield; sensitivity analysis; watershed; Asia; Damodar Valley; Eurasia; Hazaribagh; India; Jharkhand; South Asia",Article,"Final","",Scopus,2-s2.0-36849018954
"Rao N.R., Kapoor M., Sharma N., Venkateswarlu K.","15073330000;57198143366;13408226700;16204718300;","Yield prediction and waterlogging assessment for tea plantation land using satellite image-based techniques",2007,"International Journal of Remote Sensing","28","7",,"1561","1576",,18,"10.1080/01431160600904980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147187151&doi=10.1080%2f01431160600904980&partnerID=40&md5=e9fbb06a0b1c66ce995a557421423256","Indian Institute of Technology, Roorkee, Uttaranchal State, India","Rao, N.R., Indian Institute of Technology, Roorkee, Uttaranchal State, India; Kapoor, M., Indian Institute of Technology, Roorkee, Uttaranchal State, India; Sharma, N., Indian Institute of Technology, Roorkee, Uttaranchal State, India; Venkateswarlu, K., Indian Institute of Technology, Roorkee, Uttaranchal State, India","Motivated by the operational use of remote sensing in various agricultural crop studies, this study evaluates the application and utility of remote sensing-based techniques in yield prediction and waterlogging assessment of tea plantation land in the Assam State of India. The potential of widely used vegetation indices like NDVI and SR (simple ratio) and the recently proposed TVI has been evaluated for the prediction of green leaf tea yield and made tea yield based on image-derived leaf area index (LAI), along with weather parameters. It was observed that the yield model based on the TVI showed the highest correlation (R2 = 0.83) with green leaf tea yield. The NDVI- and SR-based models suffered non-responsiveness when the yield approached maximum. The NDVI and SR showed saturation when the LAI exceeded a magnitude of 4. However, the TVI responded well, even when the LAI exceeded 5, and thus has potential use in the estimation of the LAI of dense vegetation such as some crops and forest where it generally exceeds the threshold value of 4. An attempt was made for the innovative application of TCT and NDWI in the mapping of waterlogging in tea plantation land. The NDWI in conjunction with TCT offered fairly good accuracy (87%) in the delineation of tea areas prone to waterlogging. This observation indicates the potential of NDWI and TCT in mapping waterlogged areas where the soil has considerable vegetation cover.",,"Crops; Estimation; Forecasting; Mathematical models; Remote sensing; Satellite imagery; Vegetation; Well logging; Tea plantation; Waterlogging assessment; Yield prediction; Agriculture; leaf area index; NDVI; plantation; remote sensing; satellite imagery; saturation; tea; vegetation cover; vegetation mapping; waterlogging; yield; Asia; Assam; Eurasia; India; South Asia",Article,"Final","",Scopus,2-s2.0-34147187151
"Pandey V.K., Panda S.N., Raghuwanshi N.S., Sudhakar S.","55263696000;7201766576;6603867966;24377068200;","Delineation and parameterization of Banikdih watershed using Remote Sensing and AVSWAT model",2006,"Journal of the Indian Society of Remote Sensing","34","2",,"143","152",,8,"10.1007/BF02991819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869833639&doi=10.1007%2fBF02991819&partnerID=40&md5=1470f441d9c940e57eb6fd4a73fc35b0","Department of Soil and Water Engineering, Faculty of Agricultural Engineering, Indira Gandhi Agricultural University, Raipur - 492006, India; Department of Agricultural and Food Engineering, Indian Institute of Technology, Kharagpur - 721302, India; National Remote Sensing Agency, Department of Space, Hyderabad- 500037, India","Pandey, V.K., Department of Soil and Water Engineering, Faculty of Agricultural Engineering, Indira Gandhi Agricultural University, Raipur - 492006, India; Panda, S.N., Department of Agricultural and Food Engineering, Indian Institute of Technology, Kharagpur - 721302, India; Raghuwanshi, N.S., Department of Agricultural and Food Engineering, Indian Institute of Technology, Kharagpur - 721302, India; Sudhakar, S., National Remote Sensing Agency, Department of Space, Hyderabad- 500037, India","Delineation of Banikdih Agricultural watershed in Eastern India was carried out and various watershed parameters were extracted using Geographic Information System (GIS) and Remote Sensing. Digital Elevation Model (DEM) was developed with a contour interval of 10 m in the scale of 1:25000 using ARC/INFO modules. Sub watershed, drainage, slope, aspect, flow direction, soil series, soil texture, and soil class maps were independently generated and they were properly registered and integrated for analysis. The watershed was digitally delineated using AVSWAT model that couples hydrological model and GIS with appropriate threshold value of cell size. Subsequently, stream characteristics through the interface were generated. Indian Remote Sensing Satellite IRS-ID LISS-III data pertaining to the period of October 29, 1998 and October 23, 2000 was used to develop land use/land cover thematic map using ERDAS- 8.4 version image processing software. Eight major land use/land cover classes namely water body, lowland paddy, upland paddy, fallow land, upland crop (non-paddy crops), settlement, open mixed forest, and wasteland were segregated through digital image processing techniques using maximum likelihood algorithm. The information generated would be of immense help in hydrological modeling of watershed for prediction ofrunoffand sediment yield, thereby providing necessary inputs for developing suitable developmental management plans with sound scientific basis.",,,Article,"Final","",Scopus,2-s2.0-84869833639
"Vijaya Kumar P., Ramakrishna Y.S., Bhaskara Rao D.V., Sridhar G., Srinivasa Rao G., Rao G.G.S.N.","7801599350;7003766339;6507884291;14013557300;57198032113;16484502800;","Use of remote sensing for drought stress monitoring, yield prediction and varietal evaluation in castor beans (Ricinus communis L.)",2005,"International Journal of Remote Sensing","26","24",,"5525","5534",,7,"10.1080/01431160500285258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745067269&doi=10.1080%2f01431160500285258&partnerID=40&md5=b655f7ca944ef26366dd674a64f772cc","Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India; Meteorology and Oceanography Department, Andhra University, Vishakapatnam, India","Vijaya Kumar, P., Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India; Ramakrishna, Y.S., Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India; Bhaskara Rao, D.V., Meteorology and Oceanography Department, Andhra University, Vishakapatnam, India; Sridhar, G., Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India; Srinivasa Rao, G., Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India; Rao, G.G.S.N., Central Research Institute for Dryland Agriculture, Santoshnagar, Saidabad PO, Hyderabad - 500 059, India","The current study was taken up to investigate the utility of remote sensing tools like infrared thermometer and spectral radiometer for screening of germplasm, stress monitoring and yield prediction in castor beans (Ricinus communis L.). The study was carried out through field experiments conducted for six years (1994-1999) at Hayatnagar Research Farm, Hyderabad, India. In each year, four cultivars of castor beans, viz. VP-1, 48-1, GCH-4 and Aruna, were planted on two different dates maintaining an interval of 6-8 weeks so as to expose the crop to different environments. The infrared thermometric observations like canopy-air temperature differential (Tc-Ta) explained 50-60% variation in soil moisture status and showed a significant relationship with soil moisture. Yield of castor beans exhibited significant inverse relationship with Tc -Ta, which explained 59% of variation in yield. The hybrid GCH-4, registering comparatively lesser mean Tc-Ta over the entire growing period, established itself as a better cultivar. The spectrometer observations also proved GCH-4 to be a superior genotype in view of its higher reflectance in near-infrared region of the spectrum. The significant negative relationship of Tc Ta of GCH-4 with saturation vapour pressure deficit brought out its drought tolerance trait over the other genotypes studied. These findings at field level can be extended to wider spatial level using satellite imageries. © 2005 Taylor &amp; Francis.",,"Drought; Imaging systems; Infrared imaging; Monitoring; Multispectral scanners; Soil testing; Drought stress monitoring; Infrared thermometer; Spectral radiometer; Environmental engineering; crop yield; drought stress; infrared imagery; radiometer; remote sensing; Andhra Pradesh; Asia; Eurasia; Hyderabad; India; South Asia; Ricinus communis",Article,"Final","",Scopus,2-s2.0-33745067269
